Date,Open,High,Low,Close,Adj Close,Volume
2018-06-06,108.66000366210938,110.73999786376953,108.4800033569336,110.36000061035156,103.94567108154297,15453600
2018-06-07,111.18000030517578,111.5,110.02999877929688,110.80000305175781,104.36009216308594,13444400
2018-06-08,110.62000274658203,111.13999938964844,110.05999755859375,111.11000061035156,104.65208435058594,10383200
2018-06-11,111.12000274658203,111.91000366210938,110.7699966430664,110.83000183105469,104.38835144042969,12642900
2018-06-12,111.13999938964844,111.52999877929688,109.5199966430664,110.19000244140625,103.78556060791016,15294100
2018-06-13,110.45999908447266,111.44999694824219,109.58000183105469,109.97000122070312,103.57833862304688,14979700
2018-06-14,110.27999877929688,110.36000061035156,107.77999877929688,108.02999877929688,101.75108337402344,20487300
2018-06-15,107.80000305175781,108.37999725341797,106.2699966430664,107.9000015258789,101.62864685058594,26028600
2018-06-18,107.26000213623047,108.4000015258789,106.69000244140625,108.18000030517578,101.89237213134766,9786800
2018-06-19,106.9000015258789,107.87999725341797,106.5999984741211,107.55000305175781,101.29898834228516,12707200
2018-06-20,108.18000030517578,108.63999938964844,107.44000244140625,107.54000091552734,101.28955841064453,8876900
2018-06-21,107.0999984741211,108.20999908447266,106.52999877929688,107.51000213623047,101.26131439208984,11048700
2018-06-22,108.16000366210938,108.37000274658203,105.51000213623047,105.75,99.60360717773438,19478900
2018-06-25,105.66000366210938,105.69999694824219,103.95999908447266,104.79000091552734,98.69940185546875,16907600
2018-06-26,104.70999908447266,105.20999908447266,103.11000061035156,104.86000061035156,98.76533508300781,17086800
2018-06-27,104.68000030517578,105.91999816894531,103.2300033569336,103.23999786376953,97.23949432373047,16276800
2018-06-28,103.68000030517578,105.45999908447266,103.51000213623047,104.93000030517578,98.83126831054688,14491300
2018-06-29,106.68000030517578,106.9000015258789,104.1500015258789,104.19999694824219,98.14368438720703,18972400
2018-07-02,103.72000122070312,105.08999633789062,103.37999725341797,105.08000183105469,98.97254180908203,11130000
2018-07-03,105.41000366210938,105.77999877929688,103.5199966430664,103.61000061035156,97.58798217773438,8311700
2018-07-05,104.12999725341797,104.37999725341797,103.52999877929688,103.72000122070312,98.22247314453125,10723400
2018-07-06,103.12000274658203,104.5,102.19999694824219,104.05999755859375,98.5444564819336,12173700
2018-07-09,104.70999908447266,107.45999908447266,104.70999908447266,107.27999877929688,101.59378051757812,13900800
2018-07-10,108.0199966430664,108.4000015258789,106.52999877929688,106.62000274658203,100.96876525878906,14575900
2018-07-11,106.30999755859375,107.05999755859375,106.20999908447266,106.38999938964844,100.75096130371094,10186500
2018-07-12,107.41999816894531,107.55999755859375,105.97000122070312,106.8499984741211,101.18656158447266,12456800
2018-07-13,107.30000305175781,107.80000305175781,105.13999938964844,106.36000061035156,100.72254943847656,21289100
2018-07-16,107.05000305175781,110.7699966430664,106.9800033569336,110.58000183105469,104.71887969970703,24662600
2018-07-17,110.69000244140625,110.93000030517578,109.75,110.5,104.64311981201172,14821900
2018-07-18,110.41999816894531,112.12000274658203,110.19999694824219,111.52999877929688,105.61851501464844,14244900
2018-07-19,111.05999755859375,111.08999633789062,109.7300033569336,109.88999938964844,104.0654525756836,16775300
2018-07-20,110.0,111.73999786376953,109.77999877929688,111.27999877929688,105.38175964355469,13578100
2018-07-23,111.05999755859375,114.23999786376953,110.93000030517578,113.3499984741211,107.34205627441406,18140000
2018-07-24,113.55000305175781,114.77999877929688,113.41999816894531,114.1500015258789,108.09964752197266,14000400
2018-07-25,113.87999725341797,115.5199966430664,113.37999725341797,115.18000030517578,109.07506561279297,13329100
2018-07-26,115.41999816894531,115.58999633789062,114.58000183105469,114.8499984741211,108.7625503540039,11897800
2018-07-27,115.18000030517578,116.30000305175781,114.80999755859375,116.02999877929688,109.8800048828125,12802700
2018-07-30,116.27999877929688,117.61000061035156,116.05999755859375,116.7300033569336,110.54290008544922,13411600
2018-07-31,117.08000183105469,117.08000183105469,114.81999969482422,114.94999694824219,108.85723876953125,15843800
2018-08-01,115.75,116.69000244140625,115.27999877929688,115.66000366210938,109.52960968017578,13531600
2018-08-02,114.56999969482422,116.25,114.33000183105469,116.1500015258789,109.99363708496094,11058100
2018-08-03,116.0,117.12999725341797,115.94000244140625,117.08999633789062,110.88381958007812,11016100
2018-08-06,116.79000091552734,117.52999877929688,116.18000030517578,117.12000274658203,110.91223907470703,9857400
2018-08-07,117.73999786376953,118.29000091552734,117.33000183105469,117.55000305175781,111.3194351196289,10562100
2018-08-08,117.33000183105469,118.2699966430664,117.27999877929688,117.79000091552734,111.5467300415039,8997100
2018-08-09,117.51000213623047,117.72000122070312,116.69999694824219,116.87999725341797,110.6849365234375,9694200
2018-08-10,115.5,115.94999694824219,114.68000030517578,115.7300033569336,109.59590911865234,12630600
2018-08-13,115.55999755859375,115.87999725341797,113.81999969482422,113.88999938964844,107.85342407226562,10336300
2018-08-14,114.2699966430664,115.04000091552734,113.6500015258789,114.6500015258789,108.57315826416016,10597600
2018-08-15,113.81999969482422,114.33000183105469,112.97000122070312,113.69999694824219,107.67350006103516,10152100
2018-08-16,114.3499984741211,115.30999755859375,114.30000305175781,114.7699966430664,108.68678283691406,10118600
2018-08-17,114.63999938964844,115.06999969482422,114.30000305175781,114.7699966430664,108.68678283691406,8505100
2018-08-20,114.58999633789062,115.05000305175781,114.11000061035156,114.62000274658203,108.54473876953125,8618700
2018-08-21,115.37000274658203,116.38999938964844,114.87999725341797,115.31999969482422,109.20763397216797,10976700
2018-08-22,115.30999755859375,115.41000366210938,114.77999877929688,114.97000122070312,108.87619018554688,8314700
2018-08-23,114.95999908447266,115.1500015258789,114.43000030517578,114.7300033569336,108.6489028930664,9265400
2018-08-24,114.9800033569336,115.22000122070312,114.44999694824219,114.68000030517578,108.60155487060547,8845700
2018-08-27,115.22000122070312,117.27999877929688,115.16999816894531,116.70999908447266,110.5239486694336,13768000
2018-08-28,117.0,117.02999877929688,115.97000122070312,116.13999938964844,109.98416900634766,8302600
2018-08-29,116.3499984741211,116.37000274658203,115.36000061035156,115.76000213623047,109.62431335449219,7221700
2018-08-30,115.58999633789062,116.04000091552734,114.9800033569336,115.19000244140625,109.08452606201172,8991800
2018-08-31,114.83000183105469,114.83999633789062,113.81999969482422,114.58000183105469,108.5068588256836,13065700
2018-09-04,114.33999633789062,115.23999786376953,113.62999725341797,115.1500015258789,109.04664611816406,10174200
2018-09-05,115.0,115.69999694824219,114.25,114.58999633789062,108.51632690429688,11462400
2018-09-06,114.5,114.69999694824219,113.5,114.0999984741211,108.05230712890625,9877600
2018-09-07,114.5,114.7699966430664,113.62999725341797,114.31999969482422,108.2606430053711,10955600
2018-09-10,114.8499984741211,114.97000122070312,113.66000366210938,113.70999908447266,107.68296813964844,8276900
2018-09-11,113.54000091552734,114.58000183105469,113.18000030517578,114.43000030517578,108.36481475830078,9333800
2018-09-12,114.25,114.87999725341797,112.8499984741211,113.08000183105469,107.08637237548828,10800800
2018-09-13,113.37000274658203,114.12999725341797,112.66999816894531,113.5199966430664,107.50303649902344,12470800
2018-09-14,113.80999755859375,114.48999786376953,113.2300033569336,113.5,107.48410034179688,10337900
2018-09-17,113.79000091552734,114.43000030517578,113.30000305175781,113.83999633789062,107.80607604980469,9561300
2018-09-18,114.33000183105469,114.66000366210938,113.55999755859375,114.30000305175781,108.24169921875,7944200
2018-09-19,114.44000244140625,118.05999755859375,114.44000244140625,117.62000274658203,111.38573455810547,16052800
2018-09-20,118.5,119.23999786376953,118.08000183105469,118.62999725341797,112.34219360351562,15590000
2018-09-21,119.12999725341797,119.2300033569336,117.73999786376953,117.8499984741211,111.60353088378906,24788200
2018-09-24,117.76000213623047,118.45999908447266,116.43000030517578,116.72000122070312,110.53341674804688,12492500
2018-09-25,117.04000091552734,117.97000122070312,116.31999969482422,116.38999938964844,110.22091674804688,9308300
2018-09-26,116.75,116.87000274658203,114.66000366210938,115.0199966430664,108.92353057861328,14023600
2018-09-27,115.41999816894531,115.76000213623047,114.16000366210938,114.5199966430664,108.45002746582031,13283000
2018-09-28,113.6500015258789,114.23999786376953,112.5199966430664,112.83999633789062,106.85907745361328,15815100
2018-10-01,113.37000274658203,114.61000061035156,113.04000091552734,113.5,107.48410034179688,10146300
2018-10-02,113.36000061035156,114.12000274658203,112.80999755859375,113.97000122070312,107.92918395996094,13753100
2018-10-03,114.94000244140625,115.66000366210938,114.4800033569336,115.04000091552734,108.9424819946289,17142000
2018-10-04,114.55000305175781,116.80999755859375,114.20999908447266,115.2699966430664,109.9247055053711,16357400
2018-10-05,115.83000183105469,116.0999984741211,114.0199966430664,114.62000274658203,109.30484771728516,13777600
2018-10-08,114.25,115.77999877929688,113.3499984741211,115.31999969482422,109.97239685058594,14370900
2018-10-09,114.66999816894531,115.02999877929688,113.66999816894531,114.5199966430664,109.20948791503906,14069500
2018-10-10,114.69999694824219,114.94999694824219,111.47000122070312,111.47000122070312,106.3009262084961,23086400
2018-10-11,110.97000122070312,111.47000122070312,107.37999725341797,108.12999725341797,103.11580657958984,33705600
2018-10-12,110.37000274658203,110.83000183105469,105.5999984741211,106.94999694824219,101.99051666259766,32075700
2018-10-15,107.19999694824219,108.8499984741211,106.31999969482422,106.33999633789062,101.40880584716797,18903200
2018-10-16,107.16000366210938,108.77999877929688,106.7300033569336,108.62000274658203,103.58307647705078,19302800
2018-10-17,108.37999725341797,110.80000305175781,108.2300033569336,109.83000183105469,104.73697662353516,18794500
2018-10-18,109.0199966430664,109.83999633789062,107.80999755859375,108.08999633789062,103.07765197753906,17582500
2018-10-19,107.6500015258789,109.22000122070312,107.2699966430664,107.91000366210938,102.90601348876953,15234500
2018-10-22,108.1500015258789,108.33999633789062,106.11000061035156,106.36000061035156,101.42788696289062,16199100
2018-10-23,104.19999694824219,106.16000366210938,103.69999694824219,105.25,100.36935424804688,21407500
2018-10-24,104.76000213623047,105.02999877929688,102.91000366210938,103.29000091552734,98.500244140625,23168900
2018-10-25,104.18000030517578,105.9000015258789,103.72000122070312,104.86000061035156,99.99744415283203,17464700
2018-10-26,104.0,104.55999755859375,102.7300033569336,103.41999816894531,98.62422180175781,19174900
2018-10-29,104.45999908447266,106.62999725341797,103.69999694824219,104.8499984741211,99.98789978027344,18445200
2018-10-30,105.70999908447266,106.9800033569336,104.86000061035156,106.69999694824219,101.75211334228516,18019700
2018-10-31,108.08000183105469,110.4800033569336,107.79000091552734,109.0199966430664,103.96453094482422,20860000
2018-11-01,109.62000274658203,110.22000122070312,108.31999969482422,108.9800033569336,103.9263916015625,13065000
2018-11-02,109.9000015258789,110.80999755859375,107.48999786376953,108.37999725341797,103.35420989990234,19009200
2018-11-05,108.61000061035156,109.29000091552734,108.41999816894531,109.08999633789062,104.03128814697266,10276400
2018-11-06,108.66999816894531,109.66999816894531,107.76000213623047,109.5999984741211,104.51763153076172,10825000
2018-11-07,110.37000274658203,111.7300033569336,109.3499984741211,111.4800033569336,106.31045532226562,12679600
2018-11-08,111.01000213623047,112.93000030517578,111.0,112.37999725341797,107.1687240600586,11662500
2018-11-09,112.2300033569336,112.36000061035156,110.83000183105469,111.29000091552734,106.1292724609375,10432200
2018-11-12,111.41999816894531,111.94000244140625,108.5999984741211,108.94999694824219,103.89778137207031,13279700
2018-11-13,109.0999984741211,111.12000274658203,109.0999984741211,109.58999633789062,104.50808715820312,13746100
2018-11-14,110.2300033569336,110.70999908447266,105.9800033569336,107.33000183105469,102.3529052734375,18361400
2018-11-15,108.23999786376953,110.08000183105469,106.80999755859375,110.06999969482422,104.9658432006836,19100000
2018-11-16,109.44999694824219,110.76000213623047,108.55000305175781,109.98999786376953,104.8895492553711,13798600
2018-11-19,109.95999908447266,111.19999694824219,109.52999877929688,110.83000183105469,105.69059753417969,13987000
2018-11-20,109.77999877929688,110.48999786376953,107.9800033569336,108.44999694824219,103.42095947265625,18936200
2018-11-21,109.02999877929688,109.61000061035156,107.63999938964844,107.63999938964844,102.64852905273438,10619600
2018-11-23,106.73999786376953,107.38999938964844,106.05999755859375,106.6500015258789,101.7044448852539,6488400
2018-11-26,107.72000122070312,109.9800033569336,107.44999694824219,109.26000213623047,104.19341278076172,13948300
2018-11-27,108.76000213623047,110.02999877929688,108.62999725341797,109.72000122070312,104.63207244873047,9238200
2018-11-28,109.80000305175781,111.4000015258789,108.87000274658203,110.94000244140625,105.79549407958984,13977300
2018-11-29,110.2699966430664,110.80000305175781,109.63999938964844,110.05999755859375,104.95630645751953,11144300
2018-11-30,109.8499984741211,111.31999969482422,109.58000183105469,111.19000244140625,106.0339126586914,18652700
2018-12-03,112.37999725341797,112.88999938964844,111.73999786376953,112.23999786376953,107.03520965576172,16034500
2018-12-04,111.5999984741211,111.5999984741211,106.7300033569336,107.2300033569336,102.25753784179688,23555900
2018-12-06,105.01000213623047,105.36000061035156,102.87999725341797,105.19000244140625,100.31214141845703,27213900
2018-12-07,105.16000366210938,106.9800033569336,102.91000366210938,103.29000091552734,98.500244140625,19248600
2018-12-10,102.87000274658203,103.48999786376953,99.27999877929688,101.36000061035156,96.65975189208984,23636400
2018-12-11,103.12999725341797,103.66000366210938,100.20999908447266,100.37000274658203,95.71565246582031,16860700
2018-12-12,101.66000366210938,102.9000015258789,100.05999755859375,101.0199966430664,96.33550262451172,22621500
2018-12-13,101.55000305175781,101.97000122070312,100.66999816894531,101.12000274658203,96.43087768554688,17250900
2018-12-14,99.98999786376953,101.94000244140625,99.86000061035156,100.29000091552734,95.63935852050781,19879500
2018-12-17,99.7699966430664,100.55999755859375,98.44000244140625,99.01000213623047,94.4187240600586,25113500
2018-12-18,99.41999816894531,100.88999938964844,98.12000274658203,98.54000091552734,93.97050476074219,20837200
2018-12-19,98.41000366210938,100.58000183105469,96.5999984741211,97.29000091552734,92.77847290039062,28767900
2018-12-20,96.61000061035156,98.27999877929688,95.69000244140625,96.44999694824219,91.97742462158203,31825200
2018-12-21,96.68000030517578,98.43000030517578,93.69000244140625,94.16999816894531,89.80315399169922,41313900
